id_pagamento,id_apolice,id_segurado,id_parcela,competencia,data_vencimento,data_pagamento,valor_pago,valor_esperado,status,metodo_pagamento,ramo,perfil_pagamento
PG-ital-00007621,AP-001221,SEG-001221,AP-001221-05,2024-05,2024-05-18,2024-05-18,432.19,432.19,Pago,Boleto,Saude,Ruim
PG-ital-00007622,AP-001222,SEG-001222,AP-001222-05,2024-05,2024-05-10,2024-05-11,202.46,202.46,Pago,Cartao,Vida,Bom
PG-ital-00007623,AP-001223,SEG-001223,AP-001223-05,2024-05,2024-05-15,2024-05-15,454.36,454.36,Pago,Debito,Vida,Bom
PG-ital-00007624,AP-001224,SEG-001224,AP-001224-05,2024-05,2024-05-15,2024-05-15,188.99,188.99,Pago,Boleto,Residencial,Bom
PG-ital-00007625,AP-001225,SEG-001225,AP-001225-05,2024-05,2024-05-15,2024-05-15,733.35,733.35,Pago,Boleto,Residencial,Bom
PG-ital-00007626,AP-001226,SEG-001226,AP-001226-05,2024-05,2024-05-05,2024-05-05,531.17,531.17,Pago,Boleto,Vida,Medio
PG-ital-00007627,AP-001227,SEG-001227,AP-001227-05,2024-05,2024-05-25,2024-05-28,121.21,121.21,Pago,Cartao,Vida,Medio
PG-ital-00007628,AP-001228,SEG-001228,AP-001228-05,2024-05,2024-05-20,2024-05-20,714.28,714.28,Pago,Boleto,Residencial,Bom
PG-ital-00007629,AP-001229,SEG-001229,AP-001229-05,2024-05,2024-05-25,2024-05-26,837.26,837.26,Pago,Debito,Auto,Bom
PG-ital-00007630,AP-001230,SEG-001230,AP-001230-05,2024-05,2024-05-12,2024-05-12,593.77,593.77,Pago,Debito,Auto,Medio
PG-ital-00007631,AP-001231,SEG-001231,AP-001231-05,2024-05,2024-05-20,2024-05-20,600.69,600.69,Pago,Debito,Saude,Medio
PG-ital-00007632,AP-001232,SEG-001232,AP-001232-05,2024-05,2024-05-12,2024-05-12,709.30,709.30,Pago,Debito,Vida,Bom
PG-ital-00007633,AP-001233,SEG-001233,AP-001233-05,2024-05,2024-05-25,2024-05-25,148.46,148.46,Pago,Boleto,Empresarial,Medio
PG-ital-00007634,AP-001234,SEG-001234,AP-001234-05,2024-05,2024-05-05,,0.00,273.62,Inadimplente,Debito,Vida,Medio
PG-ital-00007635,AP-001235,SEG-001235,AP-001235-05,2024-05,2024-05-12,2024-05-12,578.33,578.33,Pago,Debito,Auto,Bom
PG-ital-00007636,AP-001236,SEG-001236,AP-001236-05,2024-05,2024-05-10,2024-05-10,157.71,157.71,Pago,Debito,Residencial,Bom
PG-ital-00007637,AP-001237,SEG-001237,AP-001237-05,2024-05,2024-05-18,2024-05-18,482.26,482.26,Pago,Boleto,Auto,Medio
PG-ital-00007638,AP-001238,SEG-001238,AP-001238-05,2024-05,2024-05-20,2024-05-20,392.28,392.28,Pago,Debito,Auto,Bom
PG-ital-00007639,AP-001239,SEG-001239,AP-001239-05,2024-05,2024-05-08,2024-05-09,777.22,777.22,Pago,Boleto,Vida,Bom
PG-ital-00007640,AP-001240,SEG-001240,AP-001240-05,2024-05,2024-05-12,2024-05-12,187.33,187.33,Pago,Debito,Vida,Bom
PG-ital-00007641,AP-001241,SEG-001241,AP-001241-05,2024-05,2024-05-08,2024-05-08,486.88,486.88,Pago,Debito,Vida,Medio
PG-ital-00007642,AP-001242,SEG-001242,AP-001242-05,2024-05,2024-05-18,2024-05-18,852.73,852.73,Pago,Debito,Saude,Bom
PG-ital-00007643,AP-001243,SEG-001243,AP-001243-05,2024-05,2024-05-05,2024-05-05,712.48,712.48,Pago,Debito,Auto,Bom
PG-ital-00007644,AP-001244,SEG-001244,AP-001244-05,2024-05,2024-05-12,2024-05-27,566.78,566.78,Pago,Boleto,Auto,Ruim
PG-ital-00007645,AP-001245,SEG-001245,AP-001245-05,2024-05,2024-05-18,2024-05-20,387.73,387.73,Pago,Boleto,Vida,Bom
PG-ital-00007646,AP-001246,SEG-001246,AP-001246-05,2024-05,2024-05-25,2024-05-28,207.52,207.52,Pago,Debito,Vida,Medio
PG-ital-00007647,AP-001247,SEG-001247,AP-001247-05,2024-05,2024-05-25,2024-05-25,579.88,579.88,Pago,Cartao,Saude,Medio
PG-ital-00007648,AP-001248,SEG-001248,AP-001248-05,2024-05,2024-05-10,2024-05-10,663.36,663.36,Pago,Debito,Vida,Bom
PG-ital-00007649,AP-001249,SEG-001249,AP-001249-05,2024-05,2024-05-12,2024-05-12,790.96,790.96,Pago,Debito,Vida,Medio
PG-ital-00007650,AP-001250,SEG-001250,AP-001250-05,2024-05,2024-05-10,2024-05-17,669.17,669.17,Pago,Boleto,Residencial,Ruim
PG-ital-00007651,AP-001251,SEG-001251,AP-001251-05,2024-05,2024-05-18,2024-05-18,243.68,243.68,Pago,Boleto,Residencial,Bom
PG-ital-00007652,AP-001252,SEG-001252,AP-001252-05,2024-05,2024-05-20,2024-05-20,347.91,347.91,Pago,Debito,Vida,Bom
PG-ital-00007653,AP-001253,SEG-001253,AP-001253-05,2024-05,2024-05-25,2024-05-25,731.26,731.26,Pago,Boleto,Residencial,Bom
PG-ital-00007654,AP-001254,SEG-001254,AP-001254-05,2024-05,2024-05-25,2024-05-25,388.52,388.52,Pago,Boleto,Auto,Medio
PG-ital-00007655,AP-001255,SEG-001255,AP-001255-05,2024-05,2024-05-05,2024-05-05,481.12,481.12,Pago,Boleto,Auto,Bom
PG-ital-00007656,AP-001256,SEG-001256,AP-001256-05,2024-05,2024-05-05,2024-05-05,361.98,361.98,Pago,Boleto,Auto,Bom
PG-ital-00007657,AP-001257,SEG-001257,AP-001257-05,2024-05,2024-05-15,2024-05-16,838.26,838.26,Pago,Cartao,Empresarial,Bom
PG-ital-00007658,AP-001258,SEG-001258,AP-001258-05,2024-05,2024-05-18,2024-05-18,210.23,210.23,Pago,Cartao,Empresarial,Bom
PG-ital-00007659,AP-001259,SEG-001259,AP-001259-05,2024-05,2024-05-10,2024-05-13,634.53,634.53,Pago,Cartao,Residencial,Medio
PG-ital-00007660,AP-001260,SEG-001260,AP-001260-05,2024-05,2024-05-08,2024-05-08,689.63,689.63,Pago,Debito,Saude,Bom
PG-ital-00007661,AP-001261,SEG-001261,AP-001261-05,2024-05,2024-05-25,2024-05-25,293.23,293.23,Pago,Debito,Auto,Bom
PG-ital-00007662,AP-001262,SEG-001262,AP-001262-05,2024-05,2024-05-08,2024-05-08,211.13,211.13,Pago,Debito,Residencial,Medio
PG-ital-00007663,AP-001263,SEG-001263,AP-001263-05,2024-05,2024-05-10,2024-05-13,407.98,407.98,Pago,Cartao,Vida,Medio
PG-ital-00007664,AP-001264,SEG-001264,AP-001264-05,2024-05,2024-05-12,2024-05-12,166.08,166.08,Pago,Debito,Empresarial,Bom
PG-ital-00007665,AP-001265,SEG-001265,AP-001265-05,2024-05,2024-05-20,2024-05-20,539.17,539.17,Pago,Debito,Vida,Bom
PG-ital-00007666,AP-001266,SEG-001266,AP-001266-05,2024-05,2024-05-15,2024-05-18,170.68,170.68,Pago,Debito,Auto,Medio
PG-ital-00007667,AP-001267,SEG-001267,AP-001267-05,2024-05,2024-05-20,2024-05-20,485.18,485.18,Pago,Debito,Auto,Medio
PG-ital-00007668,AP-001268,SEG-001268,AP-001268-05,2024-05,2024-05-15,2024-05-15,365.03,365.03,Pago,Boleto,Vida,Medio
PG-ital-00007669,AP-001269,SEG-001269,AP-001269-05,2024-05,2024-05-18,2024-05-18,720.63,720.63,Pago,Boleto,Vida,Medio
PG-ital-00007670,AP-001270,SEG-001270,AP-001270-05,2024-05,2024-05-15,2024-05-16,447.76,447.76,Pago,Debito,Auto,Bom
PG-ital-00007671,AP-001271,SEG-001271,AP-001271-05,2024-05,2024-05-12,2024-05-12,319.44,319.44,Pago,Boleto,Vida,Bom
PG-ital-00007672,AP-001272,SEG-001272,AP-001272-05,2024-05,2024-05-15,2024-05-15,308.21,308.21,Pago,Boleto,Vida,Medio
PG-ital-00007673,AP-001273,SEG-001273,AP-001273-05,2024-05,2024-05-05,2024-05-05,433.73,433.73,Pago,Cartao,Empresarial,Medio
PG-ital-00007674,AP-001274,SEG-001274,AP-001274-05,2024-05,2024-05-25,2024-05-25,347.40,347.40,Pago,Cartao,Residencial,Bom
PG-ital-00007675,AP-001275,SEG-001275,AP-001275-05,2024-05,2024-05-12,2024-05-12,338.63,338.63,Pago,Debito,Residencial,Bom
PG-ital-00007676,AP-001276,SEG-001276,AP-001276-05,2024-05,2024-05-15,2024-05-15,286.65,286.65,Pago,Cartao,Vida,Bom
PG-ital-00007677,AP-001277,SEG-001277,AP-001277-05,2024-05,2024-05-12,2024-05-12,534.80,534.80,Pago,Debito,Residencial,Bom
PG-ital-00007678,AP-001278,SEG-001278,AP-001278-05,2024-05,2024-05-25,2024-05-25,819.59,819.59,Pago,Debito,Vida,Bom
PG-ital-00007679,AP-001279,SEG-001279,AP-001279-05,2024-05,2024-05-18,2024-05-18,276.55,276.55,Pago,Cartao,Vida,Bom
PG-ital-00007680,AP-001280,SEG-001280,AP-001280-05,2024-05,2024-05-08,2024-05-15,822.84,822.84,Pago,Cartao,Vida,Ruim
PG-ital-00007681,AP-001281,SEG-001281,AP-001281-05,2024-05,2024-05-10,2024-05-17,170.57,170.57,Pago,Debito,Vida,Medio
PG-ital-00007682,AP-001282,SEG-001282,AP-001282-05,2024-05,2024-05-12,2024-05-12,648.59,648.59,Pago,Debito,Saude,Bom
PG-ital-00007683,AP-001283,SEG-001283,AP-001283-05,2024-05,2024-05-18,2024-05-18,243.56,243.56,Pago,Cartao,Saude,Bom
PG-ital-00007684,AP-001284,SEG-001284,AP-001284-05,2024-05,2024-05-12,2024-05-12,731.28,731.28,Pago,Boleto,Vida,Bom
PG-ital-00007685,AP-001285,SEG-001285,AP-001285-05,2024-05,2024-05-05,2024-05-05,636.34,636.34,Pago,Boleto,Auto,Medio
PG-ital-00007686,AP-001286,SEG-001286,AP-001286-05,2024-05,2024-05-15,2024-05-18,208.02,208.02,Pago,Boleto,Auto,Medio
PG-ital-00007687,AP-001287,SEG-001287,AP-001287-05,2024-05,2024-05-20,2024-05-20,223.54,223.54,Pago,Boleto,Vida,Bom
PG-ital-00007688,AP-001288,SEG-001288,AP-001288-05,2024-05,2024-05-25,2024-06-09,120.78,120.78,Pago,Debito,Auto,Ruim
PG-ital-00007689,AP-001289,SEG-001289,AP-001289-05,2024-05,2024-05-05,2024-05-05,549.66,549.66,Pago,Cartao,Vida,Bom
PG-ital-00007690,AP-001290,SEG-001290,AP-001290-05,2024-05,2024-05-10,2024-05-10,140.35,140.35,Pago,Cartao,Saude,Bom
PG-ital-00007691,AP-001291,SEG-001291,AP-001291-05,2024-05,2024-05-25,2024-05-25,370.25,370.25,Pago,Cartao,Auto,Bom
PG-ital-00007692,AP-001292,SEG-001292,AP-001292-05,2024-05,2024-05-25,2024-05-28,480.92,480.92,Pago,Boleto,Residencial,Medio
PG-ital-00007693,AP-001293,SEG-001293,AP-001293-05,2024-05,2024-05-05,2024-05-05,226.30,226.30,Pago,Debito,Residencial,Ruim
PG-ital-00007694,AP-001294,SEG-001294,AP-001294-05,2024-05,2024-05-15,2024-05-15,487.40,487.40,Pago,Debito,Residencial,Bom
PG-ital-00007695,AP-001295,SEG-001295,AP-001295-05,2024-05,2024-05-08,2024-05-10,849.93,849.93,Pago,Debito,Saude,Bom
PG-ital-00007696,AP-001296,SEG-001296,AP-001296-05,2024-05,2024-05-10,2024-05-10,657.92,657.92,Pago,Cartao,Empresarial,Bom
PG-ital-00007697,AP-001297,SEG-001297,AP-001297-05,2024-05,2024-05-20,2024-05-20,689.77,689.77,Pago,Debito,Empresarial,Medio
PG-ital-00007698,AP-001298,SEG-001298,AP-001298-05,2024-05,2024-05-10,2024-05-17,746.06,746.06,Pago,Boleto,Vida,Medio
PG-ital-00007699,AP-001299,SEG-001299,AP-001299-05,2024-05,2024-05-25,2024-06-01,690.99,690.99,Pago,Cartao,Vida,Medio
PG-ital-00007700,AP-001300,SEG-001300,AP-001300-05,2024-05,2024-05-08,2024-05-08,627.72,627.72,Pago,Boleto,Residencial,Ruim
PG-ital-00007701,AP-001301,SEG-001301,AP-001301-05,2024-05,2024-05-25,2024-05-26,555.30,555.30,Pago,Debito,Auto,Bom
PG-ital-00007702,AP-001302,SEG-001302,AP-001302-05,2024-05,2024-05-08,2024-05-08,463.87,463.87,Pago,Debito,Residencial,Bom
PG-ital-00007703,AP-001303,SEG-001303,AP-001303-05,2024-05,2024-05-25,2024-05-25,679.89,679.89,Pago,Debito,Saude,Ruim
PG-ital-00007704,AP-001304,SEG-001304,AP-001304-05,2024-05,2024-05-12,2024-05-13,240.46,240.46,Pago,Boleto,Vida,Bom
PG-ital-00007705,AP-001305,SEG-001305,AP-001305-05,2024-05,2024-05-20,2024-05-27,230.28,230.28,Pago,Boleto,Saude,Ruim
PG-ital-00007706,AP-001306,SEG-001306,AP-001306-05,2024-05,2024-05-05,2024-05-05,511.68,511.68,Pago,Debito,Residencial,Bom
PG-ital-00007707,AP-001307,SEG-001307,AP-001307-05,2024-05,2024-05-10,2024-05-10,631.03,631.03,Pago,Cartao,Residencial,Bom
PG-ital-00007708,AP-001308,SEG-001308,AP-001308-05,2024-05,2024-05-05,2024-05-06,808.98,808.98,Pago,Cartao,Vida,Bom
PG-ital-00007709,AP-001309,SEG-001309,AP-001309-05,2024-05,2024-05-25,2024-05-25,302.13,302.13,Pago,Debito,Vida,Bom
PG-ital-00007710,AP-001310,SEG-001310,AP-001310-05,2024-05,2024-05-12,2024-05-12,386.14,386.14,Pago,Cartao,Vida,Bom
PG-ital-00007711,AP-001311,SEG-001311,AP-001311-05,2024-05,2024-05-25,2024-06-01,149.09,149.09,Pago,Boleto,Residencial,Ruim
PG-ital-00007712,AP-001312,SEG-001312,AP-001312-05,2024-05,2024-05-12,,0.00,757.02,Inadimplente,Debito,Residencial,Ruim
PG-ital-00007713,AP-001313,SEG-001313,AP-001313-05,2024-05,2024-05-08,2024-05-08,844.91,844.91,Pago,Boleto,Auto,Bom
PG-ital-00007714,AP-001314,SEG-001314,AP-001314-05,2024-05,2024-05-05,2024-05-07,756.39,756.39,Pago,Cartao,Auto,Bom
PG-ital-00007715,AP-001315,SEG-001315,AP-001315-05,2024-05,2024-05-18,2024-05-18,803.22,803.22,Pago,Boleto,Residencial,Bom
PG-ital-00007716,AP-001316,SEG-001316,AP-001316-05,2024-05,2024-05-20,2024-05-20,243.11,243.11,Pago,Debito,Auto,Bom
PG-ital-00007717,AP-001317,SEG-001317,AP-001317-05,2024-05,2024-05-12,2024-05-12,409.29,409.29,Pago,Cartao,Auto,Bom
PG-ital-00007718,AP-001318,SEG-001318,AP-001318-05,2024-05,2024-05-20,2024-05-20,493.13,493.13,Pago,Cartao,Saude,Medio
PG-ital-00007719,AP-001319,SEG-001319,AP-001319-05,2024-05,2024-05-10,2024-05-10,519.68,519.68,Pago,Cartao,Residencial,Bom
PG-ital-00007720,AP-001320,SEG-001320,AP-001320-05,2024-05,2024-05-08,2024-05-08,614.98,614.98,Pago,Debito,Saude,Medio
PG-ital-00007721,AP-001321,SEG-001321,AP-001321-05,2024-05,2024-05-18,2024-05-30,515.27,515.27,Pago,Boleto,Auto,Medio
PG-ital-00007722,AP-001322,SEG-001322,AP-001322-05,2024-05,2024-05-18,2024-05-18,338.34,338.34,Pago,Cartao,Residencial,Bom
PG-ital-00007723,AP-001323,SEG-001323,AP-001323-05,2024-05,2024-05-20,2024-05-21,743.81,743.81,Pago,Boleto,Auto,Bom
PG-ital-00007724,AP-001324,SEG-001324,AP-001324-05,2024-05,2024-05-12,2024-05-27,516.17,516.17,Pago,Debito,Residencial,Ruim
PG-ital-00007725,AP-001325,SEG-001325,AP-001325-05,2024-05,2024-05-20,2024-05-22,251.95,251.95,Pago,Cartao,Residencial,Bom
PG-ital-00007726,AP-001326,SEG-001326,AP-001326-05,2024-05,2024-05-10,2024-05-10,94.07,94.07,Pago,Boleto,Auto,Bom
PG-ital-00007727,AP-001327,SEG-001327,AP-001327-05,2024-05,2024-05-12,2024-05-12,315.65,315.65,Pago,Debito,Vida,Medio
PG-ital-00007728,AP-001328,SEG-001328,AP-001328-05,2024-05,2024-05-20,2024-06-01,818.83,818.83,Pago,Debito,Residencial,Medio
PG-ital-00007729,AP-001329,SEG-001329,AP-001329-05,2024-05,2024-05-05,2024-05-05,200.12,200.12,Pago,Cartao,Residencial,Bom
PG-ital-00007730,AP-001330,SEG-001330,AP-001330-05,2024-05,2024-05-25,2024-05-28,512.80,512.80,Pago,Debito,Saude,Medio
PG-ital-00007731,AP-001331,SEG-001331,AP-001331-05,2024-05,2024-05-05,2024-05-05,131.00,131.00,Pago,Debito,Vida,Medio
PG-ital-00007732,AP-001332,SEG-001332,AP-001332-05,2024-05,2024-05-10,2024-05-11,306.76,306.76,Pago,Cartao,Residencial,Bom
PG-ital-00007733,AP-001333,SEG-001333,AP-001333-05,2024-05,2024-05-12,2024-05-12,762.10,762.10,Pago,Cartao,Auto,Bom
PG-ital-00007734,AP-001334,SEG-001334,AP-001334-05,2024-05,2024-05-05,2024-05-05,133.26,133.26,Pago,Debito,Auto,Bom
PG-ital-00007735,AP-001335,SEG-001335,AP-001335-05,2024-05,2024-05-25,2024-05-28,130.55,130.55,Pago,Cartao,Vida,Medio
PG-ital-00007736,AP-001336,SEG-001336,AP-001336-05,2024-05,2024-05-25,2024-06-01,687.75,687.75,Pago,Boleto,Saude,Medio
PG-ital-00007737,AP-001337,SEG-001337,AP-001337-05,2024-05,2024-05-08,2024-05-12,767.14,767.14,Pago,Debito,Saude,Bom
PG-ital-00007738,AP-001338,SEG-001338,AP-001338-05,2024-05,2024-05-10,2024-05-10,633.89,633.89,Pago,Boleto,Saude,Medio
PG-ital-00007739,AP-001339,SEG-001339,AP-001339-05,2024-05,2024-05-08,2024-05-08,303.33,303.33,Pago,Debito,Residencial,Bom
PG-ital-00007740,AP-001340,SEG-001340,AP-001340-05,2024-05,2024-05-05,2024-05-05,436.01,436.01,Pago,Cartao,Vida,Bom
PG-ital-00007741,AP-001341,SEG-001341,AP-001341-05,2024-05,2024-05-05,2024-05-05,341.65,341.65,Pago,Debito,Vida,Bom
PG-ital-00007742,AP-001342,SEG-001342,AP-001342-05,2024-05,2024-05-18,2024-05-18,614.53,614.53,Pago,Debito,Auto,Bom
PG-ital-00007743,AP-001343,SEG-001343,AP-001343-05,2024-05,2024-05-18,2024-05-19,661.87,661.87,Pago,Cartao,Empresarial,Bom
PG-ital-00007744,AP-001344,SEG-001344,AP-001344-05,2024-05,2024-05-25,2024-05-26,415.38,415.38,Pago,Debito,Residencial,Bom
PG-ital-00007745,AP-001345,SEG-001345,AP-001345-05,2024-05,2024-05-12,2024-05-24,452.38,452.38,Pago,Debito,Residencial,Medio
PG-ital-00007746,AP-001346,SEG-001346,AP-001346-05,2024-05,2024-05-10,2024-05-11,279.53,279.53,Pago,Cartao,Vida,Bom
PG-ital-00007747,AP-001347,SEG-001347,AP-001347-05,2024-05,2024-05-05,2024-05-05,119.56,119.56,Pago,Boleto,Vida,Medio
PG-ital-00007748,AP-001348,SEG-001348,AP-001348-05,2024-05,2024-05-08,2024-05-08,232.19,232.19,Pago,Cartao,Saude,Medio
PG-ital-00007749,AP-001349,SEG-001349,AP-001349-05,2024-05,2024-05-18,2024-05-18,701.26,701.26,Pago,Debito,Vida,Bom
PG-ital-00007750,AP-001350,SEG-001350,AP-001350-05,2024-05,2024-05-10,,0.00,580.42,Inadimplente,Boleto,Vida,Ruim
PG-ital-00007751,AP-001351,SEG-001351,AP-001351-05,2024-05,2024-05-18,2024-05-18,361.18,361.18,Pago,Cartao,Auto,Bom
PG-ital-00007752,AP-001352,SEG-001352,AP-001352-05,2024-05,2024-05-15,2024-05-22,162.04,162.04,Pago,Debito,Saude,Ruim
PG-ital-00007753,AP-001353,SEG-001353,AP-001353-05,2024-05,2024-05-25,2024-05-25,850.07,850.07,Pago,Boleto,Saude,Bom
PG-ital-00007754,AP-001354,SEG-001354,AP-001354-05,2024-05,2024-05-10,2024-05-10,313.57,313.57,Pago,Debito,Residencial,Bom
PG-ital-00007755,AP-001355,SEG-001355,AP-001355-05,2024-05,2024-05-10,2024-05-10,375.39,375.39,Pago,Debito,Auto,Medio
PG-ital-00007756,AP-001356,SEG-001356,AP-001356-05,2024-05,2024-05-12,2024-05-12,171.21,171.21,Pago,Debito,Empresarial,Bom
PG-ital-00007757,AP-001357,SEG-001357,AP-001357-05,2024-05,2024-05-10,2024-05-10,96.12,96.12,Pago,Boleto,Vida,Bom
PG-ital-00007758,AP-001358,SEG-001358,AP-001358-05,2024-05,2024-05-25,2024-05-25,398.86,398.86,Pago,Boleto,Residencial,Bom
PG-ital-00007759,AP-001359,SEG-001359,AP-001359-05,2024-05,2024-05-12,2024-05-13,454.32,454.32,Pago,Cartao,Vida,Bom
PG-ital-00007760,AP-001360,SEG-001360,AP-001360-05,2024-05,2024-05-05,2024-05-05,810.73,810.73,Pago,Cartao,Residencial,Bom
PG-ital-00007761,AP-001361,SEG-001361,AP-001361-05,2024-05,2024-05-20,2024-06-01,345.40,345.40,Pago,Boleto,Empresarial,Medio
PG-ital-00007762,AP-001362,SEG-001362,AP-001362-05,2024-05,2024-05-15,2024-05-15,513.18,513.18,Pago,Cartao,Auto,Medio
PG-ital-00007763,AP-001363,SEG-001363,AP-001363-05,2024-05,2024-05-20,2024-05-20,393.89,393.89,Pago,Cartao,Saude,Bom
PG-ital-00007764,AP-001364,SEG-001364,AP-001364-05,2024-05,2024-05-08,2024-05-08,154.10,154.10,Pago,Cartao,Residencial,Medio
PG-ital-00007765,AP-001365,SEG-001365,AP-001365-05,2024-05,2024-05-25,2024-05-25,326.85,326.85,Pago,Cartao,Saude,Bom
PG-ital-00007766,AP-001366,SEG-001366,AP-001366-05,2024-05,2024-05-25,2024-05-25,813.56,813.56,Pago,Boleto,Saude,Medio
PG-ital-00007767,AP-001367,SEG-001367,AP-001367-05,2024-05,2024-05-08,2024-05-08,525.09,525.09,Pago,Cartao,Auto,Bom
PG-ital-00007768,AP-001368,SEG-001368,AP-001368-05,2024-05,2024-05-12,2024-05-19,267.88,267.88,Pago,Debito,Saude,Ruim
PG-ital-00007769,AP-001369,SEG-001369,AP-001369-05,2024-05,2024-05-15,2024-05-17,321.19,321.19,Pago,Debito,Vida,Bom
PG-ital-00007770,AP-001370,SEG-001370,AP-001370-05,2024-05,2024-05-10,2024-05-17,319.95,319.95,Pago,Boleto,Empresarial,Medio
PG-ital-00007771,AP-001371,SEG-001371,AP-001371-05,2024-05,2024-05-20,,0.00,520.62,Inadimplente,Cartao,Auto,Medio
PG-ital-00007772,AP-001372,SEG-001372,AP-001372-05,2024-05,2024-05-18,2024-05-18,620.33,620.33,Pago,Debito,Vida,Medio
PG-ital-00007773,AP-001373,SEG-001373,AP-001373-05,2024-05,2024-05-08,2024-05-08,741.29,741.29,Pago,Debito,Auto,Bom
PG-ital-00007774,AP-001374,SEG-001374,AP-001374-05,2024-05,2024-05-10,2024-05-10,328.69,328.69,Pago,Boleto,Residencial,Bom
PG-ital-00007775,AP-001375,SEG-001375,AP-001375-05,2024-05,2024-05-15,2024-05-15,583.99,583.99,Pago,Debito,Auto,Bom
PG-ital-00007776,AP-001376,SEG-001376,AP-001376-05,2024-05,2024-05-15,2024-05-15,367.75,367.75,Pago,Debito,Residencial,Bom
PG-ital-00007777,AP-001377,SEG-001377,AP-001377-05,2024-05,2024-05-05,2024-05-17,834.03,834.03,Pago,Boleto,Auto,Medio
PG-ital-00007778,AP-001378,SEG-001378,AP-001378-05,2024-05,2024-05-15,2024-05-15,774.82,774.82,Pago,Debito,Residencial,Medio
PG-ital-00007779,AP-001379,SEG-001379,AP-001379-05,2024-05,2024-05-20,2024-05-20,234.24,234.24,Pago,Debito,Saude,Bom
PG-ital-00007780,AP-001380,SEG-001380,AP-001380-05,2024-05,2024-05-20,2024-05-27,328.51,328.51,Pago,Cartao,Vida,Ruim
PG-ital-00007781,AP-001381,SEG-001381,AP-001381-05,2024-05,2024-05-18,2024-05-18,359.44,359.44,Pago,Debito,Residencial,Medio
PG-ital-00007782,AP-001382,SEG-001382,AP-001382-05,2024-05,2024-05-15,2024-05-17,829.11,829.11,Pago,Debito,Auto,Bom
PG-ital-00007783,AP-001383,SEG-001383,AP-001383-05,2024-05,2024-05-05,,0.00,832.31,Inadimplente,Boleto,Residencial,Medio
PG-ital-00007784,AP-001384,SEG-001384,AP-001384-05,2024-05,2024-05-25,2024-05-25,514.92,514.92,Pago,Debito,Residencial,Bom
PG-ital-00007785,AP-001385,SEG-001385,AP-001385-05,2024-05,2024-05-18,2024-05-25,354.24,354.24,Pago,Boleto,Auto,Ruim
PG-ital-00007786,AP-001386,SEG-001386,AP-001386-05,2024-05,2024-05-18,2024-05-20,291.15,291.15,Pago,Cartao,Vida,Bom
PG-ital-00007787,AP-001387,SEG-001387,AP-001387-05,2024-05,2024-05-18,2024-05-18,756.81,756.81,Pago,Boleto,Saude,Medio
PG-ital-00007788,AP-001388,SEG-001388,AP-001388-05,2024-05,2024-05-25,2024-06-22,105.33,105.33,Pago,Debito,Auto,Ruim
PG-ital-00007789,AP-001389,SEG-001389,AP-001389-05,2024-05,2024-05-12,2024-05-12,499.81,499.81,Pago,Debito,Saude,Bom
PG-ital-00007790,AP-001390,SEG-001390,AP-001390-05,2024-05,2024-05-15,2024-05-15,458.59,458.59,Pago,Boleto,Saude,Bom
PG-ital-00007791,AP-001391,SEG-001391,AP-001391-05,2024-05,2024-05-08,2024-05-08,517.27,517.27,Pago,Debito,Residencial,Medio
PG-ital-00007792,AP-001392,SEG-001392,AP-001392-05,2024-05,2024-05-18,2024-05-18,449.93,449.93,Pago,Debito,Vida,Bom
PG-ital-00007793,AP-001393,SEG-001393,AP-001393-05,2024-05,2024-05-25,,0.00,380.95,Inadimplente,Boleto,Saude,Medio
PG-ital-00007794,AP-001394,SEG-001394,AP-001394-05,2024-05,2024-05-25,2024-05-25,180.22,180.22,Pago,Debito,Vida,Bom
PG-ital-00007795,AP-001395,SEG-001395,AP-001395-05,2024-05,2024-05-20,2024-05-20,347.88,347.88,Pago,Cartao,Vida,Bom
PG-ital-00007796,AP-001396,SEG-001396,AP-001396-05,2024-05,2024-05-25,2024-05-25,572.30,572.30,Pago,Cartao,Empresarial,Bom
PG-ital-00007797,AP-001397,SEG-001397,AP-001397-05,2024-05,2024-05-20,2024-05-20,737.60,737.60,Pago,Boleto,Residencial,Medio
PG-ital-00007798,AP-001398,SEG-001398,AP-001398-05,2024-05,2024-05-10,2024-05-10,435.24,435.24,Pago,Cartao,Saude,Bom
PG-ital-00007799,AP-001399,SEG-001399,AP-001399-05,2024-05,2024-05-20,2024-05-27,787.09,787.09,Pago,Cartao,Residencial,Ruim
PG-ital-00007800,AP-001400,SEG-001400,AP-001400-05,2024-05,2024-05-15,2024-05-16,483.27,483.27,Pago,Debito,Residencial,Bom
PG-ital-00007801,AP-001401,SEG-001401,AP-001401-05,2024-05,2024-05-15,2024-05-15,585.23,585.23,Pago,Boleto,Auto,Bom
PG-ital-00007802,AP-001402,SEG-001402,AP-001402-05,2024-05,2024-05-08,2024-05-10,323.87,323.87,Pago,Cartao,Residencial,Bom
PG-ital-00007803,AP-001403,SEG-001403,AP-001403-05,2024-05,2024-05-18,2024-05-18,344.37,344.37,Pago,Debito,Vida,Bom
PG-ital-00007804,AP-001404,SEG-001404,AP-001404-05,2024-05,2024-05-18,2024-05-20,471.84,471.84,Pago,Cartao,Vida,Bom
PG-ital-00007805,AP-001405,SEG-001405,AP-001405-05,2024-05,2024-05-10,2024-05-10,433.69,433.69,Pago,Boleto,Saude,Bom
